city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
City of Isabela,City of Isabela,6.7041,121.9712,Philippines,PH,PHL,Basilan,admin,,1608621038
San Fernando,San Fernando,15.0343,120.6844,Philippines,PH,PHL,Pampanga,admin,,1608862124
Kurunegala,Kurunegala,7.4839,80.3683,Sri Lanka,LK,LKA,North Western,admin,,1144602660
Lagawe,Lagawe,16.8,121.1192,Philippines,PH,PHL,Ifugao,admin,,1608396110
Nara,Nara,34.6833,135.8333,Japan,JP,JPN,Nara,admin,,1392520831
Malaybalay,Malaybalay,8.1575,125.1278,Philippines,PH,PHL,Bukidnon,admin,,1608859265
Tam Kỳ,Tam Ky,15.5736,108.474,Vietnam,VN,VNM,Quảng Nam,admin,,1704410655
Bà Rịa,Ba Ria,10.4963,107.1684,Vietnam,VN,VNM,Bà Rịa-Vũng Tàu,admin,,1704764642
Ipil,Ipil,7.7844,122.5861,Philippines,PH,PHL,Zamboanga Sibugay,admin,,1608307222
Palayan City,Palayan City,15.5415,121.0848,Philippines,PH,PHL,Nueva Ecija,admin,,1608192136
Ilagan,Ilagan,17.1485,121.8892,Philippines,PH,PHL,Isabela,admin,,1608190610
Labuan,Labuan,5.2803,115.2475,Malaysia,MY,MYS,Labuan,admin,,1458460967
Điện Biên Phủ,Dien Bien Phu,21.3854,103.0161,Vietnam,VN,VNM,Điện Biên,admin,,1704081536
Birendranagar,Birendranagar,28.5967,81.6166,Nepal,NP,NPL,,admin,,1524574121
Basco,Basco,20.4486,121.9702,Philippines,PH,PHL,Batanes,admin,,1608620601
Shariff Aguak,Shariff Aguak,6.8647,124.4417,Philippines,PH,PHL,Maguindanao,admin,,1608346338
Cabarroguis,Cabarroguis,16.5111,121.5212,Philippines,PH,PHL,Quirino,admin,,1608312278
Jordan,Jordan,10.6584,122.5963,Philippines,PH,PHL,Guimaras,admin,,1608769914
Nangan,Nangan,26.1504,119.9328,Taiwan,TW,TWN,Lienchiang,admin,,1158327079
Suong,Suong,11.9118,105.6582,Cambodia,KH,KHM,Tbong Khmum,admin,,1116319433
Đồng Xoài,Dong Xoai,11.5349,106.8832,Vietnam,VN,VNM,Bình Phước,admin,,1704845487
Bontoc,Bontoc,17.0899,120.978,Philippines,PH,PHL,Mountain,admin,,1608526537
Đà Lạt,Da Lat,11.9359,108.4429,Vietnam,VN,VNM,Lâm Đồng,admin,,1704933464
Kabugao,Kabugao,18.0231,121.184,Philippines,PH,PHL,Apayao,admin,,1608841504
Vị Thanh,Vi Thanh,9.7845,105.4701,Vietnam,VN,VNM,Hậu Giang,admin,,1704210026
Jincheng,Jincheng,24.4341,118.3171,Taiwan,TW,TWN,Kinmen,admin,,1158376441
Saga,Saga,33.2333,130.3,Japan,JP,JPN,Saga,admin,,1392618841
Lai Châu,Lai Chau,22.3964,103.4582,Vietnam,VN,VNM,Lai Châu,admin,,1704983526
Prosperidad,Prosperidad,8.58,125.8964,Philippines,PH,PHL,Agusan del Sur,admin,,1608461552
Cabadbaran,Cabadbaran,9.1236,125.5344,Philippines,PH,PHL,Agusan del Norte,admin,,1608889253
Kon Tum,Kon Tum,14.3545,108.0076,Vietnam,VN,VNM,Kon Tum,admin,,1704988146
Santa Cruz,Santa Cruz,14.1167,121.2833,Philippines,PH,PHL,Laguna,admin,,1608131481
Samraong,Samraong,14.1817,103.5176,Cambodia,KH,KHM,Oddar Meanchey,admin,,1116989175
Mati,Mati,6.9551,126.2166,Philippines,PH,PHL,Davao Oriental,admin,,1608000731
Tottori,Tottori,35.5,134.2333,Japan,JP,JPN,Tottori,admin,,1392675192
Koronadal,Koronadal,6.2541,124.9922,Philippines,PH,PHL,South Cotabato,admin,,1608108139
Sejong,Sejong,36.6092,127.2919,"Korea, South",KR,KOR,Sejong,admin,,1410002592
Yamaguchi,Yamaguchi,34.1833,131.4667,Japan,JP,JPN,Yamaguchi,admin,,1392887215
Gia Nghĩa,Gia Nghia,12.0042,107.6907,Vietnam,VN,VNM,Đắk Nông,admin,,1704361005
Pailin,Pailin,12.8489,102.6093,Cambodia,KH,KHM,Pailin,admin,,1116050327
Krong Kep,Krong Kep,10.4829,104.3167,Cambodia,KH,KHM,Kep,admin,,1116392544
Hongseong,Hongseong,36.6009,126.665,"Korea, South",KR,KOR,Chungnam,admin,,1410822139
Muan,Muan,34.9897,126.4714,"Korea, South",KR,KOR,Jeonnam,admin,,1410001061
Mukdahan,Mukdahan,16.5453,104.7235,Thailand,TH,THA,Mukdahan,admin,,1764994534
Nong Bua Lamphu,Nong Bua Lamphu,17.2041,102.4407,Thailand,TH,THA,Nong Bua Lamphu,admin,,1764333285
San Jose,San Jose,10.18,125.5683,Philippines,PH,PHL,Dinagat Islands,admin,,1608435522
Godāwari̇̄,Godawari,28.8755,80.5776,Nepal,NP,NPL,,admin,,1524020578
Amnat Charoen,Amnat Charoen,15.8585,104.6288,Thailand,TH,THA,Amnat Charoen,admin,,1764038011
Sa Kaeo,Sa Kaeo,13.8141,102.0722,Thailand,TH,THA,Sa Kaeo,admin,,1764207048
Bueng Kan,Bueng Kan,18.363,103.6519,Thailand,TH,THA,Bueng Kan,admin,,1764944006
Sofifi,Sofifi,0.7373,127.5588,Indonesia,ID,IDN,Maluku Utara,admin,,1360431437
Tabuk,Tabuk,17.4084,121.2785,Philippines,PH,PHL,Kalinga,admin,,1608980358
Mamuju,Mamuju,-2.6806,118.8861,Indonesia,ID,IDN,Sulawesi Barat,admin,,1360687242
Pili,Pili,13.7177,123.7448,Philippines,PH,PHL,Camarines Sur,admin,,1608825988
Tanjung Selor,Tanjung Selor,2.8375,117.3653,Indonesia,ID,IDN,Kalimantan Utara,admin,,1360029270
Qamdo,Qamdo,31.1667,97.2333,China,CN,CHN,Tibet,minor,100000,1156277802
Tsuruoka,Tsuruoka,38.7004,139.8302,Japan,JP,JPN,Yamagata,,99820,1392935450
Beichengqu,Beichengqu,40.4547,113.1443,China,CN,CHN,Inner Mongolia,minor,99174,1156401666
Shangzhi,Shangzhi,45.2204,127.97,China,CN,CHN,Heilongjiang,minor,96980,1156107332
Aurangābād,Aurangabad,24.7704,84.38,India,IN,IND,Bihār,,95929,1356920493
Sungai Penuh,Sungai Penuh,-2.0631,101.3964,Indonesia,ID,IDN,Jambi,,95913,1360337679
Boli,Boli,45.7564,130.5759,China,CN,CHN,Heilongjiang,minor,95260,1156933394
Manzhouli,Manzhouli,49.6,117.43,China,CN,CHN,Inner Mongolia,,93620,1156354568
Sampit,Sampit,-2.5329,112.95,Indonesia,ID,IDN,Kalimantan Tengah,minor,92710,1360020231
Fu’an,Fu'an,27.0704,119.62,China,CN,CHN,Fujian,minor,92470,1156244234
Maizuru,Maizuru,35.4504,135.3333,Japan,JP,JPN,Kyōto,,92465,1392353780
Dhangaḍhi̇̄,Dhangadhi,28.695,80.593,Nepal,NP,NPL,,,92294,1524561456
Danjiangkou,Danjiangkou,32.52,111.5,China,CN,CHN,Hubei,,92008,1156347994
Pingdu,Pingdu,36.7904,119.94,China,CN,CHN,Shandong,,91077,1156157078
Chauk,Chauk,20.9085,94.823,Burma,MM,MMR,Magway,,90870,1104898616
Shwebo,Shwebo,22.5783,95.6929,Burma,MM,MMR,Sagaing,,88914,1104118052
Chaman,Chaman,30.925,66.4463,Pakistan,PK,PAK,Balochistān,,88568,1586640695
Zhob,Zhob,31.349,69.4386,Pakistan,PK,PAK,Balochistān,minor,88356,1586969046
Parepare,Parepare,-4.0167,119.6333,Indonesia,ID,IDN,Sulawesi Selatan,,87776,1360021476
Changxing,Changxing,25.867,116.3167,China,CN,CHN,Fujian,,87458,1156238244
Panshi,Panshi,42.9426,126.0561,China,CN,CHN,Jilin,,86216,1156659612
Hedong,Hedong,42.5348,129.0044,China,CN,CHN,Jilin,,85756,1156223178
Sokcho,Sokcho,38.2087,128.5912,"Korea, South",KR,KOR,Gangwon,minor,85430,1410921315
Sumenep,Sumenep,-7.0049,113.8496,Indonesia,ID,IDN,Jawa Timur,minor,84656,1360439354
Linjiang,Linjiang,41.8363,126.936,China,CN,CHN,Jilin,minor,84315,1156357534
Nangong,Nangong,37.3704,115.37,China,CN,CHN,Hebei,,82386,1156426803
Kaneyama,Kaneyama,31.3833,130.85,Japan,JP,JPN,Kagoshima,,82335,1392748014
Watampone,Watampone,-4.5328,120.3334,Indonesia,ID,IDN,Sulawesi Selatan,minor,81629,1360956480
Xigazê,Xigaze,29.25,88.8833,China,CN,CHN,Tibet,minor,80000,1156107208
Koktokay,Koktokay,47.0004,89.4666,China,CN,CHN,Xinjiang,minor,80000,1156023872
Pingyi,Pingyi,35.5104,117.62,China,CN,CHN,Shandong,,78254,1156542248
Linkou,Linkou,45.2819,130.2519,China,CN,CHN,Heilongjiang,minor,77754,1156383623
Ende,Ende,-8.8623,121.6489,Indonesia,ID,IDN,Nusa Tenggara Timur,minor,77205,1360796329
Jiexiu,Jiexiu,37.04,111.9,China,CN,CHN,Shanxi,,77178,1156275703
Karūr,Karur,10.9504,78.0833,India,IN,IND,Tamil Nādu ,,76915,1356837900
Tuban,Tuban,-6.8995,112.05,Indonesia,ID,IDN,Jawa Timur,minor,76242,1360482232
Tailai,Tailai,46.3904,123.41,China,CN,CHN,Heilongjiang,minor,75992,1156294977
Quảng Trị,Quang Tri,16.7504,107.2,Vietnam,VN,VNM,Quảng Trị,,72722,1704089491
Lanxi,Lanxi,46.2664,126.276,China,CN,CHN,Heilongjiang,minor,72528,1156269575
Keshan,Keshan,48.0263,125.866,China,CN,CHN,Heilongjiang,,72403,1156775094
Baiquan,Baiquan,47.6018,126.0819,China,CN,CHN,Heilongjiang,minor,70472,1156009118
Châu Đốc,Chau Doc,10.7004,105.1167,Vietnam,VN,VNM,An Giang,,70239,1704020910
Zhanggu,Zhanggu,30.9504,101.9167,China,CN,CHN,Sichuan,minor,70000,1156031323
Jorhāt,Jorhat,26.75,94.2167,India,IN,IND,Assam,,69033,1356638741
Liuhe,Liuhe,42.2789,125.7173,China,CN,CHN,Jilin,minor,68938,1156459313
Chengjiao Chengguanzhen,Chengjiao Chengguanzhen,34.4362,104.0306,China,CN,CHN,Gansu,minor,67826,1156556377
Mansehra,Mansehra,34.3418,73.1968,Pakistan,PK,PAK,Khyber Pakhtunkhwa,minor,66486,1586902336
Huinan,Huinan,42.6229,126.2614,China,CN,CHN,Jilin,,66315,1156136342
Lahat,Lahat,-3.8,103.5333,Indonesia,ID,IDN,Sumatera Selatan,minor,65906,1360094721
Pyapon,Pyapon,16.2933,95.6829,Burma,MM,MMR,Ayeyawady,,65601,1104170402
Qinggang,Qinggang,46.69,126.1,China,CN,CHN,Heilongjiang,minor,64182,1156115921
Bhairāhawā,Bhairahawa,27.5333,83.3833,Nepal,NP,NPL,,,63367,1524444140
Sopur,Sopur,34.3,74.4667,India,IN,IND,Jammu and Kashmīr,,63035,1356978065
Tanjungpandan,Tanjungpandan,-2.75,107.65,Indonesia,ID,IDN,Kepulauan Bangka Belitung,minor,62374,1360732632
Soasio,Soasio,0.6964,127.436,Indonesia,ID,IDN,Maluku Utara,,60611,1360827216
Langzhong,Langzhong,31.5759,105.9656,China,CN,CHN,Sichuan,minor,60542,1156930148
Huazhou,Huazhou,32.6804,112.08,China,CN,CHN,Henan,minor,59338,1156796734
Gannan,Gannan,47.9204,123.51,China,CN,CHN,Heilongjiang,minor,59239,1156081008
Tezpur,Tezpur,26.6338,92.8,India,IN,IND,Assam,,58851,1356299437
Allanmyo,Allanmyo,19.3783,95.2279,Burma,MM,MMR,Magway,,57897,1104582279
Bayan Hot,Bayan Hot,38.839,105.6686,China,CN,CHN,Inner Mongolia,minor,56387,1156186483
Changling,Changling,44.27,123.99,China,CN,CHN,Jilin,minor,55841,1156262573
Parachinar,Parachinar,33.8992,70.1008,Pakistan,PK,PAK,Federally Administered Tribal Areas,,55685,1586337795
Xinqing,Xinqing,48.2363,129.5059,China,CN,CHN,Heilongjiang,,55415,1156618293
Ning’an,Ning'an,44.3313,129.4659,China,CN,CHN,Heilongjiang,minor,54636,1156629205
Ruteng,Ruteng,-8.6118,120.4698,Indonesia,ID,IDN,Nusa Tenggara Timur,minor,53976,1360084520
Qing’an,Qing'an,46.8719,127.5118,China,CN,CHN,Heilongjiang,minor,53206,1156233891
Thongwa,Thongwa,16.7547,96.5193,Burma,MM,MMR,Yangon,,52496,1104339441
Gwadar,Gwadar,25.139,62.3286,Pakistan,PK,PAK,Balochistān,minor,51901,1586857142
Ye,Ye,15.2533,97.8679,Burma,MM,MMR,Mon State,,50798,1104513802
Hua Hin,Hua Hin,12.5697,99.9443,Thailand,TH,THA,Prachuap Khiri Khan,minor,50456,1764352388
Sawahlunto,Sawahlunto,-0.6663,100.7833,Indonesia,ID,IDN,Sumatera Barat,,50354,1360188622
Pozi,Pozi,23.4611,120.2419,Taiwan,TW,TWN,Chiayi,,50000,1158227287
Lindong,Lindong,43.9837,119.1834,China,CN,CHN,Inner Mongolia,minor,50000,1156448425
Tacheng,Tacheng,46.75,82.95,China,CN,CHN,Xinjiang,minor,49796,1156191514
Yong’an,Yong'an,31.0504,109.5167,China,CN,CHN,Chongqing,minor,49168,1156185323
Waingapu,Waingapu,-9.6582,120.253,Indonesia,ID,IDN,Nusa Tenggara Timur,minor,48828,1360882365
Namtu,Namtu,23.0837,97.4,Burma,MM,MMR,Shan State,,48591,1104043404
Wakema,Wakema,16.6133,95.1829,Burma,MM,MMR,Ayeyawady,,48405,1104266529
Luwuk,Luwuk,-0.9396,122.79,Indonesia,ID,IDN,Sulawesi Tengah,minor,47778,1360727028
Amahai,Amahai,-3.3281,128.9405,Indonesia,ID,IDN,Maluku,minor,47653,1360767250
Poso,Poso,-1.3896,120.76,Indonesia,ID,IDN,Sulawesi Tengah,minor,47110,1360727615
Qingyuan,Qingyuan,24.5004,108.6667,China,CN,CHN,Guangxi,,47062,1156899793
Mae Sot,Mae Sot,16.7162,98.5708,Thailand,TH,THA,Tak,minor,45781,1764198529
Tangdukou,Tangdukou,27,111.2001,China,CN,CHN,Hunan,minor,45617,1156473609
Padangpanjang,Padangpanjang,-0.4496,100.4167,Indonesia,ID,IDN,Sumatera Barat,,44096,1360231049
Nabire,Nabire,-3.3515,135.5134,Indonesia,ID,IDN,Papua,minor,43898,1360322221
Genhe,Genhe,50.7833,121.5167,China,CN,CHN,Inner Mongolia,minor,42849,1156133257
Hulin,Hulin,45.769,132.9922,China,CN,CHN,Heilongjiang,,42559,1156161638
Kotabumi,Kotabumi,-4.8333,104.9,Indonesia,ID,IDN,Lampung,minor,42366,1360992670
Pyu,Pyu,18.4779,96.4379,Burma,MM,MMR,Bago,,40386,1104518645
Bình Long,Binh Long,11.6504,106.6,Vietnam,VN,VNM,Bình Phước,,40279,1704953411
Oroqen Zizhiqi,Oroqen Zizhiqi,50.5667,123.7167,China,CN,CHN,Inner Mongolia,minor,40128,1156444032
Raub,Raub,3.7927,101.8423,Malaysia,MY,MYS,Pahang,,40024,1458881822
Yi’an,Yi'an,47.8804,125.3,China,CN,CHN,Heilongjiang,minor,39924,1156612993
Nyaungdon,Nyaungdon,17.0433,95.6429,Burma,MM,MMR,Ayeyawady,,36172,1104318813
Kuala Kapuas,Kuala Kapuas,-3.0996,114.35,Indonesia,ID,IDN,Kalimantan Tengah,minor,35632,1360858401
Kundian,Kundian,32.4522,71.4718,Pakistan,PK,PAK,Punjab,,35406,1586180022
Praya,Praya,-8.7223,116.2923,Indonesia,ID,IDN,Nusa Tenggara Barat,minor,35183,1360664646
Merauke,Merauke,-8.4932,140.4018,Indonesia,ID,IDN,Papua,minor,34412,1360904439
Hanumānnagar,Hanumannagar,26.5333,86.7333,Nepal,NP,NPL,,,33061,1524363655
Qarqan,Qarqan,38.1338,85.5333,China,CN,CHN,Xinjiang,minor,32494,1156279285
Pingxiang,Pingxiang,22.0974,106.7567,China,CN,CHN,Guangxi,,31109,1156519507
Wuyuan,Wuyuan,41.0896,108.2722,China,CN,CHN,Inner Mongolia,,30057,1156146594
Kulat,Kulat,-8.7151,115.1841,Indonesia,ID,IDN,Bali,,30012,1360003468
Thung Song,Thung Song,8.154,99.7286,Thailand,TH,THA,Nakhon Si Thammarat,minor,28223,1764422992
Tongyangdao,Tongyangdao,41.7676,109.9711,China,CN,CHN,Inner Mongolia,minor,27476,1156031592
Kuaidamao,Kuaidamao,41.68,125.75,China,CN,CHN,Jilin,minor,27227,1156106507
Tinipuka,Tinipuka,-4.5496,136.89,Indonesia,ID,IDN,Papua,,26021,1360525797
Baubau,Baubau,-5.4699,122.6163,Indonesia,ID,IDN,Sulawesi Tenggara,,24412,1360789994
Xinxing,Xinxing,47.1601,123.8,China,CN,CHN,Heilongjiang,minor,24317,1156085832
Diu,Diu,20.7197,70.9904,India,IN,IND,Damān and Diu,,23779,1356923516
Hoh Ereg,Hoh Ereg,41.0955,111.4408,China,CN,CHN,Inner Mongolia,minor,23776,1156060937
Bāglung,Baglung,28.2667,83.5833,Nepal,NP,NPL,,,23296,1524266307
Gyêgu,Gyegu,33.0166,96.7333,China,CN,CHN,Qinghai,minor,23000,1156604060
Aranyaprathet,Aranyaprathet,13.6824,102.4969,Thailand,TH,THA,Sa Kaeo,minor,22472,1764167237
Kampong Thum,Kampong Thum,12.712,104.889,Cambodia,KH,KHM,Kampong Thom,,19951,1116000326
Lumphat,Lumphat,13.507,106.981,Cambodia,KH,KHM,Ratanakiri,minor,19205,1116149070
Dadeldhurā,Dadeldhura,29.3,80.6,Nepal,NP,NPL,,,19014,1524639464
Qitai,Qitai,41.5494,113.5339,China,CN,CHN,Inner Mongolia,minor,18831,1156174797
Dayan,Dayan,26.8,100.2666,China,CN,CHN,Yunnan,,18445,1156828380
Bua Yai,Bua Yai,15.584,102.4186,Thailand,TH,THA,Nakhon Ratchasima,minor,18269,1764992879
Yuanquan,Yuanquan,40.5004,95.8,China,CN,CHN,Gansu,minor,17886,1156339161
Īlām,Ilam,26.908,87.926,Nepal,NP,NPL,,,17491,1524034598
Kuala Lipis,Kuala Lipis,4.184,102.042,Malaysia,MY,MYS,Pahang,,15448,1458124212
Salyan,Salyan,28.35,82.1833,Nepal,NP,NPL,,,15000,1524828921
Rāmechhāp,Ramechhap,27.326,86.087,Nepal,NP,NPL,Janakpur,,15000,1524628973
Bhimphedi̇̄,Bhimphedi,27.551,85.13,Nepal,NP,NPL,,,15000,1524596923
Eumseong,Eumseong,36.9353,127.6897,"Korea, South",KR,KOR,Chungbuk,,10077,1410812829
Gyangzê,Gyangze,28.95,89.6333,China,CN,CHN,Tibet,minor,10000,1156755973
Gar,Gar,32.2004,79.9833,China,CN,CHN,Tibet,minor,10000,1156975633
Makale,Makale,-3.0968,119.8531,Indonesia,ID,IDN,Sulawesi Selatan,minor,9960,1360576738
Heyin,Heyin,36.0451,101.4242,China,CN,CHN,Qinghai,minor,7642,1156514054
Tangdong,Tangdong,25.97,113.4,China,CN,CHN,Hunan,minor,6618,1156682620
Jinzhong,Jinzhong,26.3504,103.4167,China,CN,CHN,Yunnan,minor,5170,1156252749
Kailu,Kailu,43.5837,121.2,China,CN,CHN,Inner Mongolia,minor,2809,1156813834
Nagqu,Nagqu,31.48,92.05,China,CN,CHN,Tibet,minor,2500,1156260844
Palopo,Palopo,-3.0999,120.2363,Indonesia,ID,IDN,Sulawesi Selatan,,2444,1360740288
Tarutung,Tarutung,2.0171,98.9667,Indonesia,ID,IDN,Sumatera Utara,minor,1305,1360333240
Linxi,Linxi,43.5171,118.0333,China,CN,CHN,Inner Mongolia,minor,679,1156608652
Jumlā,Jumla,29.25,82.2167,Nepal,NP,NPL,,,9073,1524473131
Luân Châu,Luan Chau,21.74,103.343,Vietnam,VN,VNM,Điện Biên,,7335,1704201464
Kyaukpyu,Kyaukpyu,19.429,93.5494,Burma,MM,MMR,Rakhine State,,4261,1104321745
Labutta,Labutta,16.1619,94.7014,Burma,MM,MMR,Ayeyawady,,1667,1104103403
Buton,Buton,4.217,108.2,Indonesia,ID,IDN,Kepulauan Riau,,140,1360984658
Nichicun,Nichicun,29.5333,94.4167,China,CN,CHN,Tibet,,100,1156860651
